ClientID,ClientName,ClientType,Region,Country,RelationshipManager,KYCStatus,KYCSubmissionDate,KYCLastUpdate,ExpiryDate,SourceSystem,RiskRating,ReviewFrequency,AssetsUnderManagement,DaysToExpiry
C100373,Horizon LLC 0373,Corporate,Africa,Egypt,RM_29,Pending Review,2022-09-08,2022-09-17,2024-07-08,Manual Entry,High,Annual,47586190.99,-470
C100374,Chen Smith,Individual,Oceania,New Zealand,RM_36,Valid,2023-12-22,2024-06-29,2025-07-05,Onboarding Portal,Low,Annual,131627.38,-108
C100375,Pioneer Ltd 0375,Corporate,North America,United States,RM_37,Valid,2023-05-30,2023-06-30,2024-03-19,Manual Entry,Medium,Semi-Annual,49220562.62,-581
C100376,John Garcia,Individual,Africa,South Africa,RM_37,Pending Review,2023-01-06,2023-01-16,2024-10-23,Salesforce,Low,Quarterly,160030.42,-363
C100377,Atlas Enterprises 0377,Corporate,Oceania,New Zealand,RM_30,Valid,2024-08-15,2025-01-13,2026-03-13,Onboarding Portal,High,Annual,16102841.8,143
C100378,Maria Garcia,Individual,LATAM,Brazil,RM_50,Valid,2024-04-22,2024-09-24,2026-02-08,Onboarding Portal,Low,Annual,12222.38,110
C100379,Atlas Holdings 0379,Corporate,APAC,Australia,RM_46,Valid,2024-03-08,2024-08-11,2025-08-16,Onboarding Portal,Medium,Annual,13698178.44,-66
C100380,Acme Ltd 0380,Corporate,LATAM,Brazil,RM_49,Valid,2023-01-11,2023-02-15,2024-01-16,Manual Entry,Medium,Quarterly,37244694.5,-644
C100381,Lee Garcia,Individual,Oceania,Australia,RM_32,Valid,2022-12-02,2023-04-16,2024-02-11,Onboarding Portal,Low,Semi-Annual,237787.97,-618
C100382,Lee Kumar,Individual,EMEA,Netherlands,RM_14,Valid,2023-12-22,2024-03-27,2025-10-15,Salesforce,Low,Quarterly,173843.79,-6
C100383,Greenfield Ltd 0383,Corporate,EMEA,France,RM_14,Valid,2024-02-05,2024-04-10,2025-10-18,Onboarding Portal,High,Semi-Annual,17925995.98,-3
C100384,Atlas Group 0384,Corporate,Africa,Kenya,RM_37,Valid,2023-12-20,2024-04-21,2024-10-18,Batch Upload,Critical,Quarterly,25094955.74,-368
C100385,Pioneer Enterprises 0385,Corporate,Oceania,New Zealand,RM_17,Valid,2023-04-21,2023-05-19,2025-02-28,Salesforce,High,Semi-Annual,28488380.14,-235
C100386,Summit Ltd 0386,Corporate,LATAM,Colombia,RM_25,Valid,2024-01-23,2024-03-08,2024-11-23,Batch Upload,Critical,Semi-Annual,34331437.17,-332
C100387,Pioneer Partners 0387,Corporate,LATAM,Chile,RM_21,Pending Review,2022-12-16,2023-06-28,2024-08-30,Batch Upload,High,Semi-Annual,3773140.42,-417
C100388,Lee Patel,Individual,LATAM,Argentina,RM_50,Valid,2023-01-10,2023-05-26,2024-02-27,Onboarding Portal,Medium,Annual,43033.9,-602
C100389,John Singh,Individual,LATAM,Brazil,RM_16,Valid,2022-03-19,2022-06-23,2023-01-08,Batch Upload,Low,Annual,5741.09,-1017
C100390,John Smith,Individual,Oceania,New Zealand,RM_49,Expired,2022-06-10,2022-08-14,2020-07-17,Onboarding Portal,Low,Annual,191041.78,-1922
C100391,Greenfield Investments 0391,Corporate,North America,Canada,RM_44,Valid,2024-07-19,2025-01-22,2025-03-19,Manual Entry,High,Semi-Annual,7187992.42,-216
C100392,Summit Corp 0392,Corporate,EMEA,Netherlands,RM_19,Valid,2024-01-24,2024-07-27,2025-05-23,Manual Entry,High,Annual,24100271.4,-151
C100393,Greenfield LLC 0393,Corporate,North America,Mexico,RM_36,Missing,2023-01-19,2023-05-03,2023-09-17,Onboarding Portal,High,Quarterly,39530920.38,-765
C100394,Greenfield Enterprises 0394,Corporate,EMEA,Germany,RM_02,Pending Review,2022-07-15,2022-12-18,2023-03-23,Batch Upload,Medium,Annual,17288851.16,-943
C100395,Greenfield Enterprises 0395,Corporate,APAC,China,RM_36,Valid,2023-12-21,2024-04-27,2025-03-12,Salesforce,Critical,Annual,41252374.06,-223
C100396,Zenith Investments 0396,Corporate,EMEA,France,RM_42,Valid,2023-11-13,2024-03-30,2025-10-31,Salesforce,Medium,Semi-Annual,29625217.52,10
C100397,Horizon Group 0397,Corporate,Oceania,New Zealand,RM_49,Missing,2022-05-29,2022-09-18,2022-12-09,Batch Upload,Medium,Annual,1954203.17,-1047
C100398,Chen Smith,Individual,Oceania,New Zealand,RM_22,Valid,2023-06-04,2023-06-16,2025-04-05,Onboarding Portal,Low,Semi-Annual,105564.83,-199
C100399,Summit LLC 0399,Corporate,EMEA,Germany,RM_11,Missing,2022-02-25,2022-04-07,2023-07-31,Onboarding Portal,High,Semi-Annual,20264249.38,-813
C100400,Pioneer Holdings 0400,Corporate,EMEA,Netherlands,RM_24,Valid,2023-03-18,2023-07-03,2023-12-13,Salesforce,Critical,Annual,20807358.46,-678
C100401,Atlas Holdings 0401,Corporate,North America,United States,RM_11,Valid,2023-08-31,2023-09-09,2025-07-20,Manual Entry,Medium,Annual,13372716.22,-93
C100402,John Johnson,Individual,Africa,Nigeria,RM_12,Missing,2023-08-25,2023-10-13,2024-09-24,Manual Entry,Low,Semi-Annual,116860.62,-392
C100403,Summit Investments 0403,Corporate,EMEA,United Kingdom,RM_08,Valid,2024-05-21,2024-11-16,2026-06-29,Batch Upload,Critical,Annual,23086071.23,251
C100404,Greenfield Group 0404,Corporate,Oceania,Australia,RM_35,Valid,2022-12-26,2023-04-11,2023-12-23,Salesforce,Critical,Annual,34349999.09,-668
C100405,Maria Smith,Individual,LATAM,Chile,RM_04,Missing,2023-11-13,2024-01-15,2025-12-09,Manual Entry,Low,Semi-Annual,190643.75,49
C100406,Pioneer Holdings 0406,Corporate,Oceania,New Zealand,RM_06,Missing,2022-06-14,2022-07-13,2022-09-26,Manual Entry,High,Annual,32150142.98,-1121
C100407,Riverside LLC 0407,Corporate,Africa,South Africa,RM_42,Valid,2023-03-08,2023-04-04,2023-07-24,Salesforce,Critical,Semi-Annual,18164665.03,-820
C100408,Greenfield Enterprises 0408,Corporate,North America,Mexico,RM_43,Valid,2023-09-06,2023-12-06,2024-03-13,Onboarding Portal,Low,Annual,14723667.4,-587
C100409,Greenfield Investments 0409,Corporate,LATAM,Colombia,RM_38,Expired,2022-09-17,2022-09-28,2021-01-03,Manual Entry,Medium,Quarterly,12845354.31,-1752
C100410,Zenith Enterprises 0410,Corporate,North America,Mexico,RM_45,Missing,2023-12-17,2024-01-23,2024-10-12,Manual Entry,High,Quarterly,8827118.8,-374
C100411,Atlas Ltd 0411,Corporate,Africa,Kenya,RM_44,Valid,2024-02-17,2024-06-19,2026-04-21,Salesforce,Low,Semi-Annual,11552936.79,182
C100412,Priya Garcia,Individual,Oceania,Australia,RM_19,Valid,2024-03-18,2024-08-12,2025-11-15,Batch Upload,Medium,Quarterly,76171.37,25
C100413,Riverside Corp 0413,Corporate,Africa,Nigeria,RM_39,Valid,2023-06-28,2023-09-20,2025-02-21,Manual Entry,Critical,Semi-Annual,20325376.53,-242
C100414,Chen Smith,Individual,EMEA,Germany,RM_38,Valid,2023-03-22,2023-05-14,2023-12-29,Onboarding Portal,Low,Semi-Annual,187184.02,-662
C100415,Horizon Enterprises 0415,Corporate,APAC,China,RM_23,Valid,2023-05-05,2023-06-23,2025-02-22,Salesforce,Medium,Annual,1573735.18,-241
C100416,Pioneer Partners 0416,Corporate,LATAM,Chile,RM_35,Valid,2023-05-07,2023-06-05,2024-09-20,Salesforce,Medium,Annual,26934883.08,-396
C100417,Acme Group 0417,Corporate,LATAM,Chile,RM_12,Valid,2022-06-18,2022-11-02,2024-08-15,Batch Upload,Medium,Semi-Annual,33307637.75,-432
C100418,Zenith Enterprises 0418,Corporate,North America,Canada,RM_29,Expired,2023-12-26,2024-06-26,2023-04-13,Onboarding Portal,Medium,Annual,45839300.0,-922
C100419,Riverside Corp 0419,Corporate,Africa,Egypt,RM_07,Valid,2023-09-25,2023-10-19,2024-01-18,Onboarding Portal,Medium,Quarterly,13021216.77,-642
C100420,Lee Kumar,Individual,North America,United States,RM_30,Missing,2022-08-10,2022-12-01,2023-01-12,Batch Upload,Low,Semi-Annual,226113.01,-1013
C100421,Pioneer Investments 0421,Corporate,EMEA,United Kingdom,RM_24,Valid,2024-08-29,2024-09-08,2025-01-07,Manual Entry,High,Annual,33180761.08,-287
C100422,John Smith,Individual,LATAM,Colombia,RM_50,Expired,2022-04-22,2022-06-24,2021-09-27,Salesforce,Low,Quarterly,35626.87,-1485
C100423,Greenfield Partners 0423,Corporate,Oceania,Australia,RM_29,Expired,2024-07-24,2024-08-04,2024-01-13,Onboarding Portal,High,Annual,9221307.54,-647
C100424,Lee Johnson,Individual,APAC,Japan,RM_33,Expired,2024-09-12,2024-12-28,2024-07-18,Salesforce,Medium,Annual,219940.64,-460
C100425,Alice Smith,Individual,Oceania,Australia,RM_31,Missing,2023-09-05,2023-10-04,2025-05-30,Salesforce,Low,Annual,67918.56,-144
C100426,Acme Investments 0426,Corporate,APAC,China,RM_16,Valid,2023-12-21,2024-03-03,2025-05-26,Onboarding Portal,High,Annual,20927173.83,-148
C100427,Zenith Group 0427,Corporate,Africa,Egypt,RM_08,Pending Review,2024-08-20,2024-12-05,2026-01-22,Onboarding Portal,Critical,Quarterly,33818908.31,93
C100428,Lee Kumar,Individual,Africa,Egypt,RM_28,Valid,2023-09-23,2024-02-08,2025-02-21,Onboarding Portal,Low,Annual,119570.39,-242
C100429,Summit Corp 0429,Corporate,EMEA,Germany,RM_03,Missing,2022-01-09,2022-06-03,2022-07-28,Manual Entry,Medium,Quarterly,24109352.33,-1181
C100430,Maria Smith,Individual,LATAM,Argentina,RM_27,Valid,2024-07-23,2024-10-07,2025-06-25,Salesforce,Low,Annual,215136.96,-118
C100431,Riverside Corp 0431,Corporate,North America,United States,RM_40,Valid,2022-02-27,2022-06-09,2023-07-06,Manual Entry,High,Semi-Annual,18935294.49,-838
C100432,Riverside Holdings 0432,Corporate,APAC,Japan,RM_29,Expired,2023-02-03,2023-08-10,2022-01-11,Salesforce,High,Annual,47065246.6,-1379
C100433,Greenfield LLC 0433,Corporate,EMEA,Germany,RM_13,Pending Review,2024-04-29,2024-10-01,2026-09-01,Manual Entry,High,Annual,23502770.86,315
C100434,John Singh,Individual,APAC,Japan,RM_48,Valid,2023-03-18,2023-08-09,2025-05-12,Batch Upload,Medium,Annual,41078.24,-162
C100435,Summit Enterprises 0435,Corporate,North America,Canada,RM_01,Valid,2023-09-30,2024-03-04,2025-11-23,Salesforce,Low,Annual,5893001.69,33
C100436,Atlas Enterprises 0436,Corporate,Africa,Kenya,RM_43,Valid,2024-08-04,2024-10-14,2026-04-30,Salesforce,High,Annual,20076933.53,191
C100437,Chen Johnson,Individual,LATAM,Chile,RM_17,Pending Review,2024-06-19,2024-08-03,2026-06-28,Manual Entry,Medium,Annual,18254.71,250
C100438,Pioneer Corp 0438,Corporate,North America,Canada,RM_08,Valid,2023-01-08,2023-07-01,2025-03-27,Onboarding Portal,Critical,Annual,48752386.22,-208
C100439,Horizon Enterprises 0439,Corporate,Africa,Kenya,RM_45,Valid,2023-02-17,2023-03-11,2023-06-28,Batch Upload,Critical,Annual,25979354.94,-846
C100440,Summit Enterprises 0440,Corporate,Oceania,Australia,RM_05,Valid,2022-07-13,2022-08-08,2023-01-22,Salesforce,High,Annual,32977717.25,-1003
C100441,Zenith Investments 0441,Corporate,APAC,Japan,RM_40,Valid,2022-04-14,2022-07-16,2022-10-20,Onboarding Portal,High,Semi-Annual,10475740.55,-1097
C100442,Summit Ltd 0442,Corporate,Oceania,New Zealand,RM_02,Valid,2024-08-27,2024-11-16,2026-01-14,Salesforce,High,Semi-Annual,22104456.23,85
C100443,Pioneer Enterprises 0443,Corporate,APAC,Japan,RM_38,Valid,2024-01-14,2024-05-14,2024-10-24,Salesforce,Critical,Annual,21788656.04,-362
C100444,Lee Singh,Individual,APAC,China,RM_32,Valid,2023-07-09,2023-07-10,2024-11-24,Manual Entry,Low,Annual,31079.7,-331
C100445,Horizon LLC 0445,Corporate,APAC,Australia,RM_11,Expired,2022-08-08,2022-08-24,2022-04-23,Onboarding Portal,High,Annual,34460999.9,-1277
C100446,Mohammed Wang,Individual,LATAM,Chile,RM_49,Valid,2023-04-30,2023-06-10,2024-07-18,Onboarding Portal,Medium,Annual,234104.43,-460
C100447,John Garcia,Individual,North America,Canada,RM_33,Valid,2023-10-11,2024-02-28,2025-09-29,Batch Upload,Low,Annual,232221.63,-22
C100448,Acme Ltd 0448,Corporate,APAC,China,RM_13,Valid,2024-02-22,2024-06-02,2025-05-27,Onboarding Portal,High,Semi-Annual,3893398.96,-147
C100449,Chen Wang,Individual,EMEA,Netherlands,RM_20,Valid,2022-04-11,2022-09-14,2023-08-30,Onboarding Portal,Low,Semi-Annual,135094.76,-783
C100450,Alice Kumar,Individual,Africa,Kenya,RM_14,Valid,2022-05-21,2022-08-18,2022-12-19,Batch Upload,Low,Annual,212755.87,-1037
C100451,Horizon Partners 0451,Corporate,Africa,Kenya,RM_12,Valid,2022-08-19,2022-09-13,2023-01-18,Onboarding Portal,Medium,Semi-Annual,16605681.45,-1007
C100452,John Kumar,Individual,EMEA,Germany,RM_08,Valid,2024-02-02,2024-08-05,2025-01-03,Onboarding Portal,Low,Annual,123494.87,-291
C100453,Acme LLC 0453,Corporate,North America,Mexico,RM_08,Valid,2023-11-02,2024-02-13,2024-12-06,Batch Upload,High,Annual,45978149.56,-319
C100454,Atlas Group 0454,Corporate,Africa,Kenya,RM_34,Valid,2022-03-21,2022-03-25,2023-09-20,Manual Entry,Medium,Annual,43903281.83,-762
C100455,Acme Ltd 0455,Corporate,North America,United States,RM_31,Valid,2024-05-19,2024-09-05,2026-01-13,Batch Upload,Critical,Annual,42301037.7,84
C100456,Horizon LLC 0456,Corporate,North America,Mexico,RM_34,Missing,2023-07-20,2023-08-23,2025-04-08,Batch Upload,Medium,Annual,14651119.43,-196
C100457,Pioneer Holdings 0457,Corporate,Africa,Nigeria,RM_28,Valid,2022-12-10,2023-03-10,2023-09-12,Manual Entry,High,Annual,15418335.29,-770
C100458,Horizon Ltd 0458,Corporate,EMEA,United Kingdom,RM_29,Valid,2024-05-14,2024-08-08,2025-03-24,Onboarding Portal,Medium,Quarterly,7789668.98,-211
C100459,Chen Patel,Individual,EMEA,UAE,RM_09,Valid,2022-03-21,2022-05-06,2022-12-01,Manual Entry,Low,Annual,76099.85,-1055
C100460,Lee Patel,Individual,EMEA,France,RM_33,Expired,2022-03-31,2022-06-07,2020-07-22,Batch Upload,Low,Quarterly,134020.16,-1917
C100461,Atlas Investments 0461,Corporate,Africa,Nigeria,RM_06,Valid,2024-02-18,2024-06-08,2024-08-25,Batch Upload,High,Semi-Annual,33670772.3,-422
C100462,Riverside Group 0462,Corporate,EMEA,United Kingdom,RM_21,Expired,2022-09-16,2023-03-16,2021-03-31,Salesforce,Low,Annual,13752060.05,-1665
C100463,Acme Partners 0463,Corporate,Africa,Kenya,RM_32,Valid,2022-06-01,2022-08-30,2024-04-20,Manual Entry,High,Annual,10786853.72,-549
C100464,Priya Patel,Individual,APAC,Australia,RM_22,Valid,2022-07-13,2022-08-10,2024-02-18,Salesforce,Low,Semi-Annual,246545.94,-611
C100465,Greenfield Investments 0465,Corporate,LATAM,Colombia,RM_48,Valid,2023-07-24,2023-09-27,2025-05-17,Manual Entry,High,Annual,35422083.53,-157
C100466,Greenfield Partners 0466,Corporate,APAC,Japan,RM_41,Valid,2022-05-18,2022-10-30,2023-09-25,Batch Upload,High,Annual,23260174.88,-757
C100467,Alice Johnson,Individual,North America,United States,RM_30,Valid,2022-03-23,2022-09-06,2023-01-03,Onboarding Portal,Low,Annual,172312.49,-1022
C100468,Pioneer Corp 0468,Corporate,North America,Mexico,RM_35,Valid,2024-04-23,2024-05-26,2025-02-13,Batch Upload,Critical,Annual,28835756.31,-250
C100469,Horizon Partners 0469,Corporate,EMEA,France,RM_46,Expired,2022-10-03,2022-10-04,2022-05-22,Batch Upload,Medium,Semi-Annual,42859021.23,-1248
C100470,Acme Partners 0470,Corporate,EMEA,United Kingdom,RM_30,Valid,2022-10-17,2023-01-26,2023-03-21,Onboarding Portal,Critical,Annual,46595686.45,-945
C100471,Acme Group 0471,Corporate,Africa,Kenya,RM_21,Expired,2022-01-04,2022-04-21,2021-09-19,Batch Upload,Medium,Annual,48539785.4,-1493
C100472,Acme Group 0472,Corporate,EMEA,France,RM_01,Valid,2022-05-01,2022-05-19,2023-11-08,Batch Upload,High,Annual,5013955.41,-713
C100473,Priya Singh,Individual,EMEA,Germany,RM_30,Valid,2022-05-04,2022-08-29,2022-12-02,Manual Entry,Low,Annual,33821.96,-1054
C100474,Greenfield Holdings 0474,Corporate,EMEA,UAE,RM_25,Expired,2022-10-22,2022-10-27,2020-11-06,Manual Entry,High,Quarterly,34714621.63,-1810
C100475,Summit Group 0475,Corporate,EMEA,France,RM_11,Valid,2023-08-31,2023-09-28,2024-02-08,Manual Entry,High,Annual,12918342.46,-621
C100476,Zenith Group 0476,Corporate,APAC,China,RM_05,Missing,2023-01-10,2023-07-05,2024-09-21,Onboarding Portal,High,Annual,27505154.63,-395
C100477,Greenfield Partners 0477,Corporate,EMEA,United Kingdom,RM_19,Valid,2024-02-16,2024-08-06,2025-03-28,Onboarding Portal,Low,Semi-Annual,5494480.28,-207
C100478,Pioneer Group 0478,Corporate,EMEA,Germany,RM_21,Valid,2022-08-05,2022-10-23,2023-08-10,Salesforce,High,Quarterly,38609505.68,-803
C100479,Horizon Ltd 0479,Corporate,APAC,China,RM_01,Missing,2023-10-26,2024-04-30,2025-02-06,Manual Entry,Critical,Annual,34749983.11,-257
C100480,Zenith Group 0480,Corporate,LATAM,Argentina,RM_24,Valid,2023-07-29,2024-02-11,2025-10-23,Manual Entry,Medium,Semi-Annual,25861505.86,2
C100481,Pioneer Holdings 0481,Corporate,APAC,Singapore,RM_20,Missing,2022-12-03,2022-12-31,2024-02-22,Onboarding Portal,Low,Annual,13209977.24,-607
C100482,Chen Wang,Individual,LATAM,Colombia,RM_34,Valid,2023-07-31,2023-08-08,2024-06-23,Salesforce,Low,Annual,90509.72,-485
C100483,John Wang,Individual,Africa,Kenya,RM_08,Valid,2024-08-13,2024-11-16,2026-10-21,Salesforce,Low,Annual,20343.99,365
C100484,Greenfield LLC 0484,Corporate,North America,Canada,RM_21,Expired,2024-06-15,2024-12-13,2022-12-30,Salesforce,Medium,Annual,32622154.78,-1026
C100485,Riverside Investments 0485,Corporate,Africa,Egypt,RM_30,Valid,2023-11-27,2024-06-05,2026-05-21,Salesforce,Medium,Annual,49431564.19,212
C100486,Riverside Enterprises 0486,Corporate,APAC,China,RM_05,Valid,2022-03-06,2022-05-18,2022-07-27,Batch Upload,Critical,Semi-Annual,21366585.13,-1182
C100487,Riverside Ltd 0487,Corporate,North America,Mexico,RM_25,Valid,2023-09-19,2023-10-13,2025-07-25,Salesforce,High,Annual,49473075.53,-88
C100488,Mohammed Johnson,Individual,APAC,Singapore,RM_30,Missing,2022-09-30,2023-01-31,2024-11-15,Manual Entry,Low,Semi-Annual,24402.61,-340
C100489,Carlos Patel,Individual,APAC,India,RM_02,Missing,2024-06-06,2024-10-02,2025-11-13,Batch Upload,Low,Semi-Annual,24646.27,23
C100490,Summit Enterprises 0490,Corporate,APAC,China,RM_49,Valid,2022-04-10,2022-07-19,2022-11-19,Batch Upload,Critical,Semi-Annual,31978239.65,-1067
C100491,Summit Group 0491,Corporate,LATAM,Argentina,RM_39,Valid,2024-04-05,2024-04-22,2025-06-15,Salesforce,Medium,Annual,6595100.12,-128
C100492,Zenith Corp 0492,Corporate,APAC,India,RM_31,Missing,2024-03-10,2024-03-19,2025-05-22,Manual Entry,High,Semi-Annual,21148349.69,-152
C100493,Riverside Corp 0493,Corporate,EMEA,Netherlands,RM_22,Valid,2023-11-06,2024-03-18,2024-07-08,Onboarding Portal,Medium,Semi-Annual,27038884.13,-470
C100494,Greenfield Group 0494,Corporate,Africa,Egypt,RM_19,Valid,2023-12-18,2023-12-21,2025-12-07,Onboarding Portal,Critical,Annual,28391531.13,47
C100495,Pioneer Holdings 0495,Corporate,EMEA,Germany,RM_28,Missing,2023-12-10,2024-02-01,2025-11-11,Batch Upload,High,Semi-Annual,41426989.21,21
C100496,Pioneer Corp 0496,Corporate,EMEA,UAE,RM_07,Valid,2023-11-22,2024-03-26,2024-12-20,Batch Upload,Critical,Annual,49304175.98,-305
C100497,Pioneer LLC 0497,Corporate,Africa,Egypt,RM_26,Expired,2024-03-03,2024-07-19,2023-08-23,Batch Upload,Critical,Annual,31339027.76,-790
C100498,Greenfield Partners 0498,Corporate,Oceania,New Zealand,RM_04,Missing,2022-03-06,2022-04-17,2023-06-01,Salesforce,High,Annual,32306990.18,-873
C100499,Summit Corp 0499,Corporate,APAC,China,RM_34,Valid,2023-05-19,2023-10-22,2024-06-06,Onboarding Portal,High,Annual,25163766.87,-502
C100500,Summit Investments 0500,Corporate,Africa,Egypt,RM_14,Missing,2023-01-02,2023-04-19,2025-02-21,Batch Upload,Critical,Annual,26373375.88,-242
C100501,Riverside Investments 0501,Corporate,Oceania,New Zealand,RM_12,Valid,2023-08-17,2024-02-23,2026-02-09,Salesforce,High,Annual,1795490.56,111
C100502,Carlos Singh,Individual,Oceania,Australia,RM_06,Valid,2022-03-22,2022-06-11,2023-09-22,Batch Upload,Medium,Annual,230856.9,-760
C100503,Horizon Group 0503,Corporate,Africa,Kenya,RM_27,Valid,2022-01-31,2022-03-22,2023-11-02,Batch Upload,Medium,Quarterly,6329669.67,-719
C100504,Acme LLC 0504,Corporate,APAC,India,RM_18,Pending Review,2024-08-30,2024-12-23,2025-11-07,Salesforce,Medium,Annual,39366832.46,17
C100505,Mohammed Patel,Individual,Africa,Kenya,RM_17,Valid,2024-01-13,2024-06-22,2024-12-01,Manual Entry,Medium,Annual,174734.98,-324
C100506,Summit Ltd 0506,Corporate,APAC,Japan,RM_29,Valid,2023-12-27,2024-07-12,2024-10-21,Onboarding Portal,High,Annual,36714640.63,-365
C100507,Riverside Partners 0507,Corporate,APAC,India,RM_10,Valid,2022-12-17,2023-05-08,2024-08-02,Manual Entry,Critical,Annual,25946090.67,-445
C100508,Riverside Investments 0508,Corporate,LATAM,Colombia,RM_10,Valid,2022-11-02,2023-04-27,2024-02-07,Batch Upload,High,Semi-Annual,1946256.4,-622
C100509,Maria Patel,Individual,APAC,Singapore,RM_36,Valid,2024-01-01,2024-05-05,2025-12-08,Batch Upload,Low,Annual,126209.49,48
C100510,Chen Wang,Individual,Africa,Egypt,RM_48,Valid,2022-07-23,2023-01-21,2024-03-04,Batch Upload,Low,Annual,49316.86,-596
C100511,Horizon LLC 0511,Corporate,North America,Canada,RM_08,Valid,2024-03-30,2024-07-01,2025-05-15,Onboarding Portal,Low,Annual,2274746.12,-159
C100512,Pioneer LLC 0512,Corporate,APAC,Singapore,RM_07,Valid,2024-05-07,2024-10-24,2026-03-07,Batch Upload,High,Annual,6685125.29,137
C100513,Chen Patel,Individual,Africa,South Africa,RM_48,Valid,2022-03-19,2022-08-02,2023-09-12,Batch Upload,Medium,Semi-Annual,217482.14,-770
C100514,Pioneer Group 0514,Corporate,Oceania,New Zealand,RM_01,Valid,2023-10-21,2023-11-24,2024-02-10,Onboarding Portal,Low,Annual,14128105.5,-619
C100515,John Johnson,Individual,Africa,Nigeria,RM_20,Missing,2022-07-25,2022-09-22,2023-05-07,Salesforce,Low,Annual,105318.86,-898
C100516,Greenfield Enterprises 0516,Corporate,EMEA,UAE,RM_41,Valid,2024-03-27,2024-04-11,2026-03-18,Salesforce,High,Quarterly,35435337.38,148
C100517,Maria Garcia,Individual,Oceania,Australia,RM_24,Valid,2022-10-07,2023-03-11,2023-06-17,Onboarding Portal,Low,Quarterly,105905.0,-857
C100518,Pioneer LLC 0518,Corporate,North America,Mexico,RM_40,Expired,2022-06-22,2022-08-19,2022-03-29,Onboarding Portal,Medium,Annual,16124188.97,-1302
C100519,Zenith Enterprises 0519,Corporate,Oceania,New Zealand,RM_19,Valid,2022-03-26,2022-04-01,2023-07-29,Batch Upload,Medium,Annual,10913203.48,-815
C100520,Zenith Investments 0520,Corporate,LATAM,Brazil,RM_22,Valid,2024-08-16,2025-01-22,2026-12-12,Batch Upload,Medium,Annual,19112521.06,417
C100521,Maria Smith,Individual,North America,Mexico,RM_22,Valid,2024-07-21,2024-08-12,2025-10-22,Batch Upload,Low,Semi-Annual,70081.47,1
C100522,Lee Singh,Individual,Oceania,Australia,RM_30,Missing,2023-10-19,2023-10-21,2024-08-16,Onboarding Portal,Low,Annual,85777.89,-431
C100523,Summit Corp 0523,Corporate,APAC,China,RM_37,Valid,2022-01-19,2022-07-06,2023-04-05,Manual Entry,Medium,Annual,14950106.24,-930
C100524,Pioneer LLC 0524,Corporate,Oceania,New Zealand,RM_47,Valid,2024-03-02,2024-08-08,2026-02-16,Manual Entry,Medium,Semi-Annual,21565572.46,118
C100525,Horizon Ltd 0525,Corporate,Africa,Nigeria,RM_46,Expired,2024-09-18,2024-11-13,2023-05-13,Manual Entry,Critical,Annual,45924707.18,-892
C100526,Carlos Garcia,Individual,LATAM,Brazil,RM_10,Pending Review,2023-07-12,2023-11-04,2025-07-16,Batch Upload,Critical,Annual,181988.72,-97
C100527,Maria Patel,Individual,North America,United States,RM_46,Expired,2024-09-25,2025-01-19,2022-08-10,Manual Entry,Low,Annual,10151.82,-1168
C100528,Pioneer Investments 0528,Corporate,Oceania,New Zealand,RM_04,Valid,2024-04-18,2024-09-10,2024-11-08,Onboarding Portal,Medium,Annual,26096520.43,-347
C100529,Priya Smith,Individual,LATAM,Colombia,RM_46,Valid,2023-11-07,2024-05-18,2025-05-24,Onboarding Portal,Low,Annual,151588.47,-150
C100530,Maria Wang,Individual,Oceania,Australia,RM_37,Valid,2022-09-26,2022-12-02,2024-01-24,Salesforce,Low,Semi-Annual,73277.52,-636
C100531,Zenith Group 0531,Corporate,LATAM,Colombia,RM_38,Valid,2023-02-22,2023-06-25,2024-12-17,Salesforce,Low,Semi-Annual,4515572.19,-308
C100532,Horizon Investments 0532,Corporate,LATAM,Colombia,RM_09,Valid,2023-05-13,2023-08-04,2024-10-02,Salesforce,High,Semi-Annual,45940957.42,-384
C100533,Priya Johnson,Individual,Oceania,New Zealand,RM_43,Valid,2022-11-26,2023-01-17,2024-09-11,Manual Entry,Medium,Annual,6044.64,-405
C100534,Pioneer Ltd 0534,Corporate,North America,Canada,RM_37,Valid,2024-05-06,2024-08-03,2025-02-12,Salesforce,Critical,Annual,41181410.25,-251
C100535,Acme LLC 0535,Corporate,EMEA,Germany,RM_14,Missing,2022-11-01,2023-03-28,2024-01-11,Salesforce,Medium,Semi-Annual,21377432.55,-649
C100536,Greenfield LLC 0536,Corporate,Oceania,New Zealand,RM_39,Valid,2023-05-01,2023-10-23,2024-05-29,Salesforce,High,Annual,27591492.22,-510
C100537,Mohammed Wang,Individual,Oceania,Australia,RM_46,Valid,2024-09-19,2025-01-15,2026-10-12,Batch Upload,Low,Annual,179754.51,356
C100538,Acme Corp 0538,Corporate,LATAM,Brazil,RM_03,Valid,2022-12-18,2023-01-01,2023-05-21,Batch Upload,Low,Annual,6248316.0,-884
C100539,Acme LLC 0539,Corporate,Africa,Egypt,RM_21,Valid,2023-01-20,2023-04-25,2024-06-19,Batch Upload,High,Annual,24807098.26,-489
C100540,Carlos Wang,Individual,EMEA,France,RM_13,Valid,2023-06-15,2023-09-18,2024-06-11,Onboarding Portal,Medium,Annual,112076.88,-497
C100541,Chen Wang,Individual,Africa,Kenya,RM_06,Valid,2023-12-10,2024-02-23,2024-09-19,Salesforce,Low,Quarterly,79326.44,-397
